"","cntry","idno","psu","stratify","prob","agea","gndr","mnrgtjb","wmcpwrk"
"150","FR",1301,139333,"2                             ",0.000135115279,56,2,5,3
"151","FR",1302,139333,"2                             ",6.7557639e-05,42,2,5,5
"152","FR",1303,139333,"2                             ",6.7557639e-05,46,1,5,5
"153","FR",1305,139333,"2                             ",4.5038428e-05,17,2,5,4
"154","FR",1306,139333,"2                             ",6.7557639e-05,32,2,5,1
"155","FR",1309,139333,"2                             ",6.7557639e-05,38,2,4,3
"156","FR",1310,139333,"2                             ",6.7557639e-05,20,2,5,2
"157","FR",1312,139333,"2                             ",6.7557639e-05,34,1,2,1
"158","FR",1313,139333,"2                             ",0.000135115279,41,2,5,5
"159","FR",1314,139333,"2                             ",4.5038428e-05,19,1,5,3
"160","FR",1317,139333,"2                             ",0.000135115279,38,2,5,5
"161","FR",1319,140333,"2                             ",0.000135112581,66,1,5,4
"162","FR",1320,140333,"2                             ",0.000135112581,85,2,1,2
"163","FR",1321,140333,"2                             ",4.5037528e-05,36,1,4,3
"164","FR",1322,140333,"2                             ",6.755629e-05,69,2,4,4
"165","FR",1324,140333,"2                             ",0.000135112581,76,2,2,2
"166","FR",1325,140333,"2                             ",0.000135112581,88,2,1,5
"167","FR",1326,140333,"2                             ",6.755629e-05,38,1,5,4
"168","FR",1329,140333,"2                             ",6.755629e-05,69,1,5,5
"169","FR",1333,140333,"2                             ",6.755629e-05,60,2,5,2
"170","FR",1335,140333,"2                             ",6.755629e-05,57,2,4,2
"171","FR",1336,140333,"2                             ",6.755629e-05,33,2,5,4
"172","FR",1342,141198,"2                             ",6.4127487e-05,20,1,5,5
"173","FR",1343,141198,"2                             ",6.4127487e-05,49,1,4,4
"174","FR",1346,141198,"2                             ",0.000128254974,49,1,4,3
"175","FR",1350,141198,"2                             ",6.4127487e-05,49,2,3,2
"176","FR",1351,141198,"2                             ",6.4127487e-05,73,2,1,2
"177","FR",1353,141198,"2                             ",6.4127487e-05,57,1,2,2
"178","FR",1356,141220,"2                             ",6.7555097e-05,61,1,4,1
"179","FR",1360,141220,"2                             ",6.7555097e-05,75,1,5,2
"180","FR",1361,141220,"2                             ",6.7555097e-05,42,1,5,3
"181","FR",1363,141220,"2                             ",6.7555097e-05,37,1,5,3
"182","FR",1368,141220,"2                             ",0.000135110194,62,2,5,4
"183","FR",1372,141220,"2                             ",6.7555097e-05,33,2,4,3
"184","FR",1375,142059,"2                             ",6.7553966e-05,78,1,2,2
"185","FR",1378,142059,"2                             ",3.3776983e-05,22,1,4,2
"186","FR",1380,142059,"2                             ",0.000135107932,47,1,5,2
"187","FR",1381,142059,"2                             ",6.7553966e-05,76,1,4,3
"188","FR",1382,142059,"2                             ",6.7553966e-05,44,1,4,2
"189","FR",1383,142059,"2                             ",6.7553966e-05,67,2,5,2
"190","FR",1384,142059,"2                             ",6.7553966e-05,38,1,5,4
"191","FR",139,106088,"1                             ",0.000255874853,46,1,5,4
"192","FR",1390,142059,"2                             ",6.7553966e-05,63,1,5,5
"193","FR",1391,142059,"2                             ",4.5035979e-05,42,1,5,2
"194","FR",1392,142059,"2                             ",6.7553966e-05,72,2,1,2
"195","FR",1394,142187,"2                             ",6.7553795e-05,42,1,2,1
"196","FR",14,101053,"2                             ",6.7609256e-05,35,2,5,3
"197","FR",1404,142187,"2                             ",6.7553795e-05,88,2,1,1
"198","FR",1405,142187,"2                             ",0.000135107589,49,2,4,4
"199","FR",1408,142187,"2                             ",6.7553795e-05,60,1,5,3
"200","FR",1409,142187,"2                             ",6.7553795e-05,35,2,5,1
"201","FR",1410,142187,"2                             ",6.7553795e-05,61,2,4,2
"202","FR",1412,142187,"2                             ",6.7553795e-05,31,2,3,2
"203","FR",1414,142218,"2                             ",9.3561532e-05,53,2,5,1
"204","FR",1418,142218,"2                             ",9.3561532e-05,28,2,4,2
"205","FR",1423,142218,"2                             ",2.3390383e-05,51,2,4,2
"206","FR",1424,142218,"2                             ",3.1187178e-05,55,1,4,1
"207","FR",1429,143137,"2                             ",0.000128250003,79,2,2,2
"208","FR",1431,143137,"2                             ",6.4125001e-05,69,2,4,2
"209","FR",1432,143137,"2                             ",6.4125001e-05,26,2,4,3
"210","FR",1433,143137,"2                             ",4.2750002e-05,20,1,4,3
"211","FR",1434,143137,"2                             ",6.4125001e-05,35,2,2,2
"212","FR",1435,143137,"2                             ",0.000128250003,81,2,2,2
"213","FR",1436,143137,"2                             ",6.4125001e-05,23,2,5,4
"214","FR",1438,143137,"2                             ",6.4125001e-05,44,2,2,2
"215","FR",144,106159,"2                             ",0.000135204741,77,2,3,5
"216","FR",1440,143137,"2                             ",6.4125001e-05,27,2,4,3
"217","FR",1441,143137,"2                             ",0.000128250003,60,1,4,3
"218","FR",1445,143157,"2                             ",0.000135104974,57,1,5,5
"219","FR",145,106159,"2                             ",6.760237e-05,64,2,5,5
"220","FR",1450,143157,"2                             ",6.7552487e-05,54,2,5,5
"221","FR",1456,143157,"2                             ",0.000135104974,50,2,5,3
"222","FR",1457,143157,"2                             ",6.7552487e-05,24,2,5,5
"223","FR",1458,143157,"2                             ",0.000135104974,30,2,5,3
"224","FR",146,106159,"2                             ",6.760237e-05,73,1,5,2
"225","FR",1463,144020,"2                             ",6.7551325e-05,62,2,5,5
"226","FR",1464,144020,"2                             ",6.7551325e-05,59,2,3,3
"227","FR",1467,144020,"2                             ",6.7551325e-05,37,2,4,3
"228","FR",1468,144020,"2                             ",6.7551325e-05,39,1,5,5
"229","FR",1471,144020,"2                             ",6.7551325e-05,40,1,5,5
"230","FR",1472,144020,"2                             ",3.3775662e-05,47,1,4,5
"231","FR",1473,144020,"2                             ",0.00013510265,39,1,5,3
"232","FR",1479,144020,"2                             ",6.7551325e-05,72,2,5,2
"233","FR",1481,144020,"2                             ",6.7551325e-05,61,2,4,4
"234","FR",1489,144109,"2                             ",0.00015550403,27,2,5,4
"235","FR",149,106159,"2                             ",6.760237e-05,57,2,5,3
"236","FR",1498,144109,"2                             ",0.00015550403,29,2,4,3
"237","FR",15,101053,"2                             ",0.000135218511,82,2,2,2
"238","FR",1500,144109,"2                             ",7.7752015e-05,39,2,2,2
"239","FR",1501,144109,"2                             ",0.00015550403,82,1,2,3
"240","FR",1502,144109,"2                             ",0.00015550403,86,2,4,2
"241","FR",1504,144126,"2                             ",6.7551185e-05,48,2,5,1
"242","FR",151,106159,"2                             ",0.000135204741,51,1,5,2
"243","FR",1510,144126,"2                             ",6.7551185e-05,53,2,5,3
"244","FR",1511,144126,"2                             ",6.7551185e-05,60,1,5,5
"245","FR",1515,144126,"2                             ",0.00013510237,34,2,2,2
"246","FR",1517,144126,"2                             ",0.00013510237,68,2,5,5
"247","FR",1518,144126,"2                             ",6.7551185e-05,37,2,5,3
"248","FR",152,106159,"2                             ",6.760237e-05,57,1,4,2
"249","FR",1521,144126,"2                             ",6.7551185e-05,64,2,5,2
"250","FR",1522,144126,"2                             ",6.7551185e-05,68,2,2,4
"251","FR",1525,144204,"2                             ",6.7551076e-05,74,1,2,2
"252","FR",1530,144204,"2                             ",3.3775538e-05,15,2,4,3
"253","FR",1531,144204,"2                             ",6.7551076e-05,83,2,5,2
"254","FR",1533,144204,"2                             ",3.3775538e-05,75,1,4,4
"255","FR",1536,144204,"2                             ",0.000135102152,35,1,2,4
"256","FR",1537,144204,"2                             ",6.7551076e-05,56,1,4,2
"257","FR",1538,144204,"2                             ",6.7551076e-05,29,2,5,4
"258","FR",154,106159,"2                             ",6.760237e-05,54,2,5,2
"259","FR",1541,144204,"2                             ",6.7551076e-05,71,1,NA,2
"260","FR",1543,145234,"2                             ",3.2648295e-05,81,2,5,4
"261","FR",1545,145234,"2                             ",6.5296591e-05,37,2,5,3
"262","FR",1546,145234,"2                             ",6.5296591e-05,29,1,5,5
"263","FR",1551,147252,"2                             ",6.7546972e-05,64,1,2,4
"264","FR",1555,147252,"2                             ",6.7546972e-05,80,1,1,1
"265","FR",1556,147252,"2                             ",6.7546972e-05,85,2,1,1
"266","FR",1557,147252,"2                             ",6.7546972e-05,56,1,4,2
"267","FR",1558,147252,"2                             ",0.000135093943,84,1,2,2
"268","FR",1559,147252,"2                             ",0.000135093943,34,1,3,3
"269","FR",156,106159,"2                             ",6.760237e-05,62,2,5,5
"270","FR",1560,147252,"2                             ",6.7546972e-05,76,1,5,2
"271","FR",1562,147252,"2                             ",4.5031316e-05,21,2,4,3
"272","FR",1564,147252,"2                             ",6.7546972e-05,77,2,2,2
"273","FR",1566,147252,"2                             ",6.7546972e-05,51,2,5,2
"274","FR",1567,147252,"2                             ",6.7546972e-05,66,2,2,2
"275","FR",1568,147252,"2                             ",4.5031316e-05,16,2,4,3
"276","FR",1576,149007,"2                             ",4.3263645e-05,61,2,2,3
"277","FR",1579,149007,"2                             ",8.652729e-05,53,1,4,3
"278","FR",1580,149007,"2                             ",8.652729e-05,81,1,5,3
"279","FR",1581,149007,"2                             ",4.3263645e-05,64,2,4,4
"280","FR",1586,149246,"2                             ",6.7544284e-05,72,1,4,2
"281","FR",1587,149246,"2                             ",0.000135088568,59,2,5,5
"282","FR",1590,149246,"2                             ",0.000135088568,61,1,5,5
"283","FR",1591,149246,"2                             ",6.7544284e-05,64,1,4,2
"284","FR",1592,149246,"2                             ",6.7544284e-05,53,1,1,1
"285","FR",1594,149246,"2                             ",6.7544284e-05,28,1,2,2
"286","FR",1595,149246,"2                             ",0.000135088568,52,1,4,3
"287","FR",1597,149246,"2                             ",6.7544284e-05,31,2,4,2
"288","FR",1598,149246,"2                             ",3.3772142e-05,16,1,5,4
"289","FR",1599,149246,"2                             ",6.7544284e-05,42,2,5,3
"290","FR",1600,149246,"2                             ",6.7544284e-05,68,1,2,1
"291","FR",1603,150502,"2                             ",0.000135085185,26,2,5,5
"292","FR",1606,150502,"2                             ",0.000135085185,44,1,4,4
"293","FR",1608,150502,"2                             ",0.000135085185,30,2,5,4
"294","FR",1609,150502,"2                             ",0.000135085185,61,1,2,5
"295","FR",1610,150502,"2                             ",6.7542593e-05,15,2,5,5
"296","FR",1614,150502,"2                             ",0.000135085185,29,1,5,2
"297","FR",1618,150502,"2                             ",6.7542593e-05,39,1,5,5
"298","FR",1620,151248,"2                             ",0.000135083182,41,1,3,1
"299","FR",1625,151248,"2                             ",6.7541591e-05,40,1,4,4
"300","FR",1627,151248,"2                             ",4.5027729e-05,57,2,5,2
"301","FR",1628,151248,"2                             ",0.000135083182,56,1,5,4
"302","FR",1631,151248,"2                             ",6.7541591e-05,25,2,3,3
"303","FR",1633,151248,"2                             ",6.7541591e-05,52,1,2,4
"304","FR",1634,151248,"2                             ",6.7541591e-05,37,2,5,5
"305","FR",1636,151248,"2                             ",6.7541591e-05,45,2,5,3
"306","FR",1637,151248,"2                             ",6.7541591e-05,39,2,5,5
"307","FR",1639,151454,"2                             ",0.0001005369,89,1,2,4
"308","FR",1641,151454,"2                             ",0.0001005369,31,2,5,1
"309","FR",1644,151454,"2                             ",5.026845e-05,39,2,5,4
"310","FR",1645,151454,"2                             ",5.026845e-05,39,1,5,5
"311","FR",1647,151454,"2                             ",5.026845e-05,25,1,5,5
"312","FR",1649,151454,"2                             ",3.3512301e-05,53,1,5,1
"313","FR",165,107129,"2                             ",6.7601058e-05,50,2,4,2
"314","FR",1655,151535,"2                             ",6.7541202e-05,42,1,3,2
"315","FR",1657,151535,"2                             ",6.7541202e-05,70,2,4,4
"316","FR",1658,151535,"2                             ",6.7541202e-05,73,1,5,1
"317","FR",1659,151535,"2                             ",0.000135082404,65,1,2,5
"318","FR",166,107129,"2                             ",0.000135202115,87,2,2,2
"319","FR",1660,151535,"2                             ",6.7541202e-05,48,2,4,2
"320","FR",1661,151535,"2                             ",0.000135082404,77,1,2,2
"321","FR",1664,151535,"2                             ",6.7541202e-05,79,2,2,2
"322","FR",1668,151535,"2                             ",6.7541202e-05,65,1,1,1
"323","FR",1669,151535,"2                             ",0.000135082404,66,1,5,2
"324","FR",167,107129,"2                             ",0.000135202115,65,1,4,2
"325","FR",1671,151535,"2                             ",0.000135082404,60,2,5,5
"326","FR",1672,151649,"2                             ",0.000135082103,73,2,5,1
"327","FR",1674,151649,"2                             ",0.000135082103,73,1,5,2
"328","FR",1677,151649,"2                             ",6.7541052e-05,16,2,5,3
"329","FR",168,107129,"2                             ",6.7601058e-05,53,1,5,4
"330","FR",1681,151649,"2                             ",3.3770526e-05,31,2,4,2
"331","FR",1685,151649,"2                             ",0.000135082103,77,2,5,1
"332","FR",1687,151649,"2                             ",6.7541052e-05,34,2,4,4
"333","FR",1689,151649,"2                             ",3.3770526e-05,48,1,2,1
"334","FR",169,107129,"2                             ",0.000135202115,81,1,2,2
"335","FR",1691,153014,"2                             ",0.000135078419,37,2,5,3
"336","FR",1692,153014,"2                             ",6.753921e-05,33,2,5,2
"337","FR",1693,153014,"2                             ",6.753921e-05,32,1,4,3
"338","FR",1694,153014,"2                             ",6.753921e-05,35,2,5,4
"339","FR",1697,153014,"2                             ",6.753921e-05,54,1,5,5
"340","FR",1698,153014,"2                             ",3.3769605e-05,53,2,4,4
"341","FR",1699,153014,"2                             ",4.5026141e-05,16,2,1,3
"342","FR",17,101053,"2                             ",0.000135218511,48,1,5,5
"343","FR",1700,153014,"2                             ",6.753921e-05,77,1,3,3
"344","FR",1701,153014,"2                             ",6.753921e-05,35,1,4,5
"345","FR",1702,153014,"2                             ",0.000135078419,65,2,2,2
"346","FR",1703,153014,"2                             ",6.753921e-05,73,2,2,3
"347","FR",1707,153014,"2                             ",4.5026141e-05,17,1,5,3
"348","FR",1708,153014,"2                             ",0.000135078419,24,1,4,3
"349","FR",1709,153014,"2                             ",6.753921e-05,35,1,4,4
"350","FR",1714,153097,"2                             ",6.7539101e-05,22,1,5,3
"351","FR",1717,153097,"2                             ",6.7539101e-05,40,1,3,2
"352","FR",172,107129,"2                             ",6.7601058e-05,62,1,5,NA
"353","FR",1721,153097,"2                             ",6.7539101e-05,52,2,1,2
"354","FR",1723,153097,"2                             ",6.7539101e-05,44,1,2,5
"355","FR",1726,153097,"2                             ",0.000135078201,40,2,5,5
"356","FR",1727,153097,"2                             ",6.7539101e-05,37,2,3,2
"357","FR",1729,154039,"2                             ",6.7537829e-05,80,2,2,2
"358","FR",1730,154039,"2                             ",0.000135075659,21,2,4,3
"359","FR",1731,154039,"2                             ",6.7537829e-05,15,1,3,4
"360","FR",1732,154039,"2                             ",4.5025221e-05,18,2,5,5
"361","FR",1738,154039,"2                             ",0.000135075659,50,1,5,3
"362","FR",1739,154039,"2                             ",6.7537829e-05,28,1,4,2
"363","FR",174,107129,"2                             ",0.000135202115,88,2,2,2
"364","FR",1740,154039,"2                             ",4.5025221e-05,17,1,1,2
"365","FR",1741,154039,"2                             ",4.5025221e-05,24,2,5,3
"366","FR",1742,154039,"2                             ",6.7537829e-05,61,1,3,3
"367","FR",1743,154039,"2                             ",6.7537829e-05,38,2,5,4
"368","FR",1746,154039,"2                             ",0.000135075659,74,2,1,1
"369","FR",1748,154395,"2                             ",3.2642212e-05,29,1,3,2
"370","FR",175,107129,"2                             ",6.7601058e-05,80,1,1,2
"371","FR",1757,156052,"2                             ",6.7535121e-05,60,1,5,5
"372","FR",1759,156052,"2                             ",6.7535121e-05,53,1,5,3
"373","FR",1761,156052,"2                             ",0.000135070242,45,2,5,3
"374","FR",1763,156052,"2                             ",6.7535121e-05,64,1,5,2
"375","FR",1766,156052,"2                             ",0.000135070242,72,2,2,3
"376","FR",1767,156052,"2                             ",0.000135070242,45,2,5,5
"377","FR",1769,156052,"2                             ",6.7535121e-05,62,2,5,5
"378","FR",177,107129,"2                             ",6.7601058e-05,54,1,5,1
"379","FR",1770,156052,"2                             ",0.000135070242,40,2,3,3
"380","FR",1771,156052,"2                             ",6.7535121e-05,74,1,4,2
"381","FR",1775,156052,"2                             ",6.7535121e-05,67,1,4,4
"382","FR",1776,156091,"2                             ",0.000135070138,52,1,4,1
"383","FR",1777,156091,"2                             ",0.000135070138,29,2,5,4
"384","FR",178,108105,"2                             ",6.7599745e-05,66,1,5,2
"385","FR",1780,156091,"2                             ",6.7535069e-05,28,1,5,3
"386","FR",1782,156091,"2                             ",0.000135070138,36,1,5,5
"387","FR",1784,156091,"2                             ",6.7535069e-05,33,2,4,3
"388","FR",1785,156091,"2                             ",0.000135070138,74,1,2,1
"389","FR",1790,156091,"2                             ",3.3767535e-05,19,1,5,2
"390","FR",1794,156091,"2                             ",6.7535069e-05,57,2,1,4
"391","FR",1795,156260,"2                             ",0.000135069682,55,2,5,3
"392","FR",1796,156260,"2                             ",6.7534841e-05,80,2,4,4
"393","FR",1798,156260,"2                             ",0.000135069682,40,2,5,4
"394","FR",18,101053,"2                             ",6.7609256e-05,17,2,5,2
"395","FR",1802,156260,"2                             ",6.7534841e-05,77,1,4,1
"396","FR",1803,156260,"2                             ",0.000135069682,68,1,3,5
"397","FR",1804,156260,"2                             ",3.376742e-05,17,2,4,4
"398","FR",1805,156260,"2                             ",0.000135069682,83,1,3,2
"399","FR",1806,156260,"2                             ",0.000135069682,77,2,2,2
"400","FR",1808,156260,"2                             ",0.000135069682,53,1,5,5
"401","FR",1811,156260,"2                             ",6.7534841e-05,74,1,4,2
"402","FR",1812,156260,"2                             ",0.000135069682,60,2,5,2
"403","FR",1813,156260,"2                             ",4.5023229e-05,51,1,4,2
"404","FR",1814,157003,"2                             ",0.000135067679,24,2,5,2
"405","FR",1815,157003,"2                             ",0.000135067679,84,2,1,2
"406","FR",1816,157003,"2                             ",0.000135067679,71,2,3,3
"407","FR",1817,157003,"2                             ",6.7533839e-05,54,1,4,1
"408","FR",1818,157003,"2                             ",6.7533839e-05,62,1,4,2
"409","FR",1821,157003,"2                             ",6.7533839e-05,49,1,5,3
"410","FR",1822,157003,"2                             ",6.7533839e-05,64,1,2,1
"411","FR",1823,157003,"2                             ",6.7533839e-05,69,1,1,2
"412","FR",1825,157003,"2                             ",6.7533839e-05,37,1,4,2
"413","FR",1826,157003,"2                             ",6.7533839e-05,38,2,4,3
"414","FR",1827,157003,"2                             ",4.5022561e-05,50,1,2,2
"415","FR",1828,157003,"2                             ",6.7533839e-05,36,2,2,3
"416","FR",1829,157003,"2                             ",6.7533839e-05,45,1,5,4
"417","FR",1832,157003,"2                             ",0.000135067679,48,1,4,2
"418","FR",1834,157012,"2                             ",0.000135067658,37,2,5,2
"419","FR",1837,157012,"2                             ",4.5022554e-05,19,1,4,2
"420","FR",1838,157012,"2                             ",0.000135067658,49,2,5,4
"421","FR",1845,157012,"2                             ",0.000135067658,72,2,1,2
"422","FR",1850,157012,"2                             ",6.7533829e-05,81,1,3,2
"423","FR",1851,157012,"2                             ",6.7533829e-05,36,1,4,4
"424","FR",1852,157160,"2                             ",6.7533627e-05,66,2,3,2
"425","FR",1854,157160,"2                             ",6.7533627e-05,77,1,3,2
"426","FR",1855,157160,"2                             ",4.5022419e-05,16,1,2,4
"427","FR",1856,157160,"2                             ",0.000135067253,52,2,2,2
"428","FR",1857,157160,"2                             ",0.000135067253,38,1,2,2
"429","FR",1858,157160,"2                             ",0.000135067253,56,2,2,2
"430","FR",1861,157160,"2                             ",0.000135067253,76,2,2,2
"431","FR",1865,157160,"2                             ",0.000135067253,44,1,2,2
"432","FR",1868,157160,"2                             ",6.7533627e-05,60,1,4,3
"433","FR",1869,157160,"2                             ",0.000135067253,22,1,5,3
"434","FR",1871,157209,"2                             ",0.000135067129,62,1,5,5
"435","FR",1872,157209,"2                             ",0.000135067129,76,2,5,4
"436","FR",1874,157209,"2                             ",0.000135067129,20,1,5,2
"437","FR",1875,157209,"2                             ",6.7533564e-05,69,2,3,5
"438","FR",1876,157209,"2                             ",6.7533564e-05,32,1,1,1
"439","FR",1878,157209,"2                             ",6.7533564e-05,48,2,3,3
"440","FR",1880,157209,"2                             ",0.000135067129,39,2,5,2
"441","FR",1881,157209,"2                             ",0.000135067129,60,1,1,2
"442","FR",1883,157209,"2                             ",6.7533564e-05,34,2,5,5
"443","FR",1885,157209,"2                             ",0.000135067129,61,2,5,5
"444","FR",1886,157209,"2                             ",6.7533564e-05,59,1,5,5
"445","FR",1887,157209,"2                             ",0.000135067129,61,2,4,1
"446","FR",1888,157209,"2                             ",0.000135067129,59,2,2,3
"447","FR",1889,157209,"2                             ",0.000135067129,58,2,5,3
"448","FR",1890,157385,"2                             ",6.7533326e-05,62,1,3,4
"449","FR",1891,157385,"2                             ",6.7533326e-05,20,1,5,4
"450","FR",1892,157385,"2                             ",6.7533326e-05,58,2,5,2
"451","FR",1894,157385,"2                             ",6.7533326e-05,77,2,2,4
"452","FR",1895,157385,"2                             ",0.000135066651,80,2,2,2
"453","FR",1896,157385,"2                             ",6.7533326e-05,29,1,5,3
"454","FR",1897,157385,"2                             ",0.000135066651,48,1,5,3
"455","FR",1898,157385,"2                             ",0.000135066651,76,1,2,2
"456","FR",19,101053,"2                             ",0.000135218511,19,1,5,5
"457","FR",1901,157385,"2                             ",6.7533326e-05,41,2,5,3
"458","FR",1902,157385,"2                             ",4.5022218e-05,17,2,3,2
"459","FR",1903,157385,"2                             ",4.5022218e-05,45,1,5,5
"460","FR",1905,157385,"2                             ",6.7533326e-05,35,1,5,4
"461","FR",1906,157385,"2                             ",6.7533326e-05,37,2,5,4
"462","FR",1907,157385,"2                             ",0.000135066651,79,2,5,4
"463","FR",1908,157385,"2                             ",4.5022218e-05,53,2,5,3
"464","FR",1910,157463,"2                             ",3.2640175e-05,78,1,5,3
"465","FR",1913,157463,"2                             ",3.2640175e-05,23,2,5,3
"466","FR",1914,157463,"2                             ",6.5280351e-05,30,1,5,5
"467","FR",1919,158194,"2                             ",0.000128211431,20,1,3,3
"468","FR",192,108105,"2                             ",6.7599745e-05,49,2,1,3
"469","FR",1920,158194,"2                             ",6.4105715e-05,21,1,5,1
"470","FR",1925,158194,"2                             ",0.000128211431,87,1,1,3
"471","FR",1926,158194,"2                             ",0.000128211431,53,1,5,4
"472","FR",1931,158194,"2                             ",6.4105715e-05,79,1,1,1
"473","FR",1932,158194,"2                             ",0.000128211431,39,2,3,3
"474","FR",1934,158194,"2                             ",6.4105715e-05,48,1,5,5
"475","FR",1936,159122,"2                             ",0.000135061971,30,2,5,3
"476","FR",1938,159122,"2                             ",6.7530986e-05,48,1,5,5
"477","FR",194,108105,"2                             ",6.7599745e-05,71,1,4,2
"478","FR",1940,159122,"2                             ",6.7530986e-05,50,1,3,3
"479","FR",1942,159122,"2                             ",6.7530986e-05,47,1,3,3
"480","FR",1944,159122,"2                             ",3.3765493e-05,18,1,2,4
"481","FR",1945,159122,"2                             ",0.000135061971,83,1,1,1
"482","FR",1947,159122,"2                             ",0.000135061971,52,1,3,3
"483","FR",1948,159122,"2                             ",6.7530986e-05,18,2,5,4
"484","FR",195,108105,"2                             ",0.00013519949,83,2,2,2
"485","FR",1950,159122,"2                             ",0.000135061971,40,1,4,3
"486","FR",1951,159122,"2                             ",6.7530986e-05,79,1,4,2
"487","FR",1954,159122,"2                             ",6.7530986e-05,78,1,2,2
"488","FR",1955,159265,"2                             ",3.3765397e-05,23,1,4,2
"489","FR",1956,159265,"2                             ",6.7530794e-05,31,1,5,2
"490","FR",1958,159265,"2                             ",6.7530794e-05,37,1,4,4
"491","FR",196,108105,"2                             ",6.7599745e-05,78,1,2,2
"492","FR",1960,159265,"2                             ",0.000135061587,88,2,2,2
"493","FR",1962,159265,"2                             ",6.7530794e-05,25,2,5,5
"494","FR",1963,159265,"2                             ",0.000135061587,88,1,1,1
"495","FR",1964,159265,"2                             ",4.502053e-05,48,1,3,4
"496","FR",1966,159265,"2                             ",0.000135061587,84,2,2,2
"497","FR",1967,159265,"2                             ",6.7530794e-05,35,2,4,4
"498","FR",1969,159265,"2                             ",6.7530794e-05,23,2,4,4
"499","FR",1971,159265,"2                             ",6.7530794e-05,61,2,5,5
"500","FR",1973,159265,"2                             ",6.7530794e-05,65,1,4,2
"501","FR",1977,159350,"2                             ",0.000128208473,29,1,5,4
"502","FR",1982,159350,"2                             ",6.4104237e-05,37,2,2,3
"503","FR",1983,159350,"2                             ",4.2736159e-05,45,2,5,2
"504","FR",1986,159350,"2                             ",4.2736159e-05,74,1,2,3
"505","FR",1988,159350,"2                             ",6.4104237e-05,38,2,5,4
"506","FR",1989,159350,"2                             ",0.000128208473,21,2,3,3
"507","FR",199,108497,"2                             ",6.7599216e-05,52,2,1,1
"508","FR",1990,159350,"2                             ",0.000128208473,21,1,5,4
"509","FR",1991,159350,"2                             ",6.4104237e-05,32,2,4,3
"510","FR",1994,159360,"1                             ",0.000378792698,57,2,5,1
"511","FR",1996,159360,"1                             ",0.000126264236,42,1,5,4
"512","FR",1997,159360,"1                             ",0.000378792698,24,2,3,2
"513","FR",1998,159360,"1                             ",0.000378792698,62,2,2,4
"514","FR",1999,159360,"1                             ",0.000378792698,63,1,3,2
"515","FR",2,101053,"2                             ",6.7609256e-05,34,2,5,5
"516","FR",200,108497,"2                             ",6.7599216e-05,69,2,1,1
"517","FR",2000,159360,"1                             ",0.000378792698,34,2,4,3
"518","FR",2001,159360,"1                             ",0.000189396349,29,2,3,2
"519","FR",2003,159360,"1                             ",0.000189396349,23,1,5,5
"520","FR",2008,159360,"1                             ",0.000126264236,58,2,5,2
"521","FR",2009,159360,"1                             ",0.000189396349,48,2,3,1
"522","FR",201,108497,"2                             ",4.5066145e-05,17,1,5,2
"523","FR",2010,159360,"1                             ",0.000189396349,77,1,5,3
"524","FR",2012,159491,"2                             ",6.7530488e-05,21,1,2,2
"525","FR",2014,159491,"2                             ",4.5020326e-05,41,2,5,1
"526","FR",2015,159491,"2                             ",6.7530488e-05,28,2,2,1
"527","FR",2019,159491,"2                             ",4.5020326e-05,52,1,5,5
"528","FR",2020,159491,"2                             ",0.000135060975,61,2,5,1
"529","FR",2022,159491,"2                             ",6.7530488e-05,33,2,5,4
"530","FR",2023,159491,"2                             ",6.7530488e-05,36,1,5,5
"531","FR",2025,159491,"2                             ",6.7530488e-05,43,1,3,3
"532","FR",2026,159491,"2                             ",0.000135060975,72,1,2,3
"533","FR",2029,159491,"2                             ",0.000135060975,31,2,3,3
"534","FR",203,108497,"2                             ",4.5066145e-05,18,1,4,2
"535","FR",2031,159503,"2                             ",4.2736028e-05,57,1,5,3
"536","FR",2034,159503,"2                             ",6.410404e-05,32,1,2,4
"537","FR",2035,159503,"2                             ",0.000128208079,52,1,5,4
"538","FR",2037,159503,"2                             ",3.205202e-05,61,1,5,5
"539","FR",2038,159503,"2                             ",6.410404e-05,58,1,5,5
"540","FR",2039,159503,"2                             ",0.000128208079,44,2,1,5
"541","FR",2040,159503,"2                             ",0.000128208079,80,1,2,2
"542","FR",2042,159503,"2                             ",6.410404e-05,37,1,1,2
"543","FR",2043,159503,"2                             ",0.000128208079,55,2,1,1
"544","FR",2044,159503,"2                             ",6.410404e-05,76,2,1,1
"545","FR",2045,159503,"2                             ",4.2736028e-05,61,2,5,3
"546","FR",2047,159503,"2                             ",6.410404e-05,80,1,1,1
"547","FR",205,108497,"2                             ",6.7599216e-05,35,1,5,5
"548","FR",2050,159508,"2                             ",6.7530467e-05,62,1,2,2
"549","FR",2053,159508,"2                             ",4.5020313e-05,26,2,5,2
"550","FR",2055,159508,"2                             ",6.7530467e-05,44,2,1,1
"551","FR",206,108497,"2                             ",0.000135198431,84,2,4,1
"552","FR",2061,159508,"2                             ",6.7530467e-05,38,1,5,2
"553","FR",2063,159508,"2                             ",6.7530467e-05,38,1,5,2
"554","FR",2064,159508,"2                             ",6.7530467e-05,59,1,4,4
"555","FR",2073,159578,"2                             ",6.7530373e-05,66,2,2,2
"556","FR",208,108497,"2                             ",6.7599216e-05,60,2,1,1
"557","FR",2080,159578,"2                             ",6.7530373e-05,22,2,5,4
