"","cntry","idno","psu","stratify","prob","agea","gndr","mnrgtjb","wmcpwrk"
"558","FR",2081,159578,"2                             ",3.3765187e-05,61,1,3,3
"559","FR",2082,159578,"2                             ",6.7530373e-05,52,2,1,2
"560","FR",2090,159599,"2                             ",6.7530342e-05,43,1,2,1
"561","FR",2094,159599,"2                             ",6.7530342e-05,42,2,4,2
"562","FR",2097,159599,"2                             ",0.000135060685,77,2,2,1
"563","FR",2098,159599,"2                             ",0.000135060685,74,2,1,2
"564","FR",2099,159599,"2                             ",4.502023e-05,57,2,5,2
"565","FR",21,102691,"2                             ",0.000128353744,39,2,5,2
"566","FR",210,108497,"2                             ",6.7599216e-05,24,2,5,5
"567","FR",2104,159599,"2                             ",4.502023e-05,26,2,5,5
"568","FR",2110,160057,"2                             ",6.752973e-05,27,1,5,4
"569","FR",2114,160057,"2                             ",6.752973e-05,42,1,4,2
"570","FR",2115,160057,"2                             ",6.752973e-05,25,1,4,1
"571","FR",2116,160057,"2                             ",4.5019821e-05,51,1,5,5
"572","FR",2117,160057,"2                             ",0.00013505946,64,2,5,4
"573","FR",2118,160057,"2                             ",6.752973e-05,72,1,5,2
"574","FR",2119,160057,"2                             ",0.00013505946,46,1,5,5
"575","FR",212,108497,"2                             ",6.7599216e-05,57,1,1,1
"576","FR",2121,160057,"2                             ",0.00013505946,33,2,4,2
"577","FR",2123,160057,"2                             ",6.752973e-05,56,2,5,5
"578","FR",2124,160414,"2                             ",0.000135058495,66,2,5,2
"579","FR",2125,160414,"2                             ",4.50195e-05,16,1,2,3
"580","FR",2126,160414,"2                             ",3.3764624e-05,16,2,5,2
"581","FR",2127,160414,"2                             ",6.7529247e-05,17,2,5,5
"582","FR",213,108497,"2                             ",0.000135198431,62,1,5,1
"583","FR",2137,160414,"2                             ",6.7529247e-05,54,2,3,2
"584","FR",2140,160414,"2                             ",4.50195e-05,18,2,5,4
"585","FR",2141,160414,"2                             ",6.7529247e-05,28,2,4,1
"586","FR",2143,160446,"2                             ",0.000135058412,59,2,2,1
"587","FR",2144,160446,"2                             ",6.7529206e-05,42,2,5,2
"588","FR",2146,160446,"2                             ",6.7529206e-05,27,2,5,3
"589","FR",215,108497,"2                             ",0.000135198431,91,2,5,4
"590","FR",2151,160446,"2                             ",0.000135058412,33,1,5,3
"591","FR",2152,160446,"2                             ",0.000135058412,52,1,2,1
"592","FR",2162,161169,"2                             ",6.752823e-05,57,2,5,2
"593","FR",2163,161169,"2                             ",0.000135056461,60,2,2,2
"594","FR",2168,161169,"2                             ",0.000135056461,73,2,2,1
"595","FR",2169,161169,"2                             ",6.752823e-05,24,2,1,1
"596","FR",217,109207,"2                             ",4.5065505e-05,18,2,5,3
"597","FR",2171,161169,"2                             ",0.000135056461,35,2,5,5
"598","FR",2172,161169,"2                             ",4.5018822e-05,49,1,2,1
"599","FR",2173,161169,"2                             ",3.3764115e-05,51,1,5,5
"600","FR",2174,161169,"2                             ",6.752823e-05,73,2,4,3
"601","FR",2176,161169,"2                             ",4.5018822e-05,22,1,3,3
"602","FR",2177,161169,"2                             ",6.752823e-05,39,2,4,1
"603","FR",2178,161169,"2                             ",0.000135056461,46,2,5,5
"604","FR",2179,161169,"2                             ",6.752823e-05,83,2,4,3
"605","FR",218,109207,"2                             ",0.000135196511,54,1,4,3
"606","FR",2180,161169,"2                             ",0.000135056461,58,2,1,1
"607","FR",2187,162193,"2                             ",6.752685e-05,35,2,2,2
"608","FR",2192,162193,"2                             ",0.000135053701,48,2,4,2
"609","FR",2193,162193,"2                             ",6.752685e-05,25,2,1,1
"610","FR",2197,162193,"2                             ",4.5017902e-05,53,1,4,1
"611","FR",2200,162525,"2                             ",4.5017604e-05,71,1,5,3
"612","FR",2201,162525,"2                             ",4.5017604e-05,45,2,4,3
"613","FR",2203,162525,"2                             ",0.000135052808,60,2,5,4
"614","FR",2205,162525,"2                             ",0.000135052808,52,2,5,1
"615","FR",2206,162525,"2                             ",0.000135052808,60,2,1,1
"616","FR",2207,162525,"2                             ",4.5017604e-05,79,2,3,2
"617","FR",2209,162525,"2                             ",0.000135052808,28,2,4,3
"618","FR",221,109207,"2                             ",6.7598256e-05,59,1,5,3
"619","FR",2211,162525,"2                             ",0.000135052808,75,2,2,1
"620","FR",2212,162525,"2                             ",6.7526404e-05,70,2,3,3
"621","FR",2213,162525,"2                             ",6.7526404e-05,44,2,5,4
"622","FR",2214,162525,"2                             ",0.000135052808,65,1,1,2
"623","FR",2215,162525,"2                             ",6.7526404e-05,33,2,2,3
"624","FR",2216,162525,"2                             ",6.7526404e-05,78,1,2,2
"625","FR",2217,162525,"2                             ",6.7526404e-05,74,2,1,1
"626","FR",2218,162525,"2                             ",4.5017604e-05,57,1,4,1
"627","FR",2219,162724,"2                             ",6.7526139e-05,43,2,5,5
"628","FR",2220,162724,"2                             ",6.7526139e-05,30,2,5,2
"629","FR",2221,162724,"2                             ",6.7526139e-05,37,2,5,3
"630","FR",2222,162724,"2                             ",6.7526139e-05,38,1,1,3
"631","FR",2225,162724,"2                             ",0.000135052279,80,2,5,2
"632","FR",2226,162724,"2                             ",6.7526139e-05,16,1,5,3
"633","FR",2228,162724,"2                             ",6.7526139e-05,60,1,2,3
"634","FR",2229,162724,"2                             ",0.000135052279,53,2,5,4
"635","FR",2230,162724,"2                             ",6.7526139e-05,68,2,2,2
"636","FR",2232,162724,"2                             ",4.5017428e-05,36,2,5,3
"637","FR",2236,162724,"2                             ",6.7526139e-05,40,1,5,4
"638","FR",2237,162724,"2                             ",6.7526139e-05,30,2,5,1
"639","FR",2238,162865,"2                             ",0.000128199466,41,1,5,3
"640","FR",2239,162865,"2                             ",6.4099733e-05,38,1,5,4
"641","FR",2240,162865,"2                             ",6.4099733e-05,66,1,5,2
"642","FR",2241,162865,"2                             ",6.4099733e-05,49,1,5,5
"643","FR",2242,162865,"2                             ",6.4099733e-05,50,2,5,5
"644","FR",2243,162865,"2                             ",4.2733157e-05,63,2,3,2
"645","FR",2246,162865,"2                             ",4.2733157e-05,16,1,4,3
"646","FR",2248,162865,"2                             ",6.4099733e-05,64,2,2,2
"647","FR",225,109207,"2                             ",6.7598256e-05,52,2,4,4
"648","FR",2251,162865,"2                             ",6.4099733e-05,60,1,4,2
"649","FR",2252,162865,"2                             ",6.4099733e-05,44,1,3,3
"650","FR",2254,162865,"2                             ",6.4099733e-05,42,2,3,2
"651","FR",2255,162865,"2                             ",6.4099733e-05,18,1,4,3
"652","FR",2263,163113,"2                             ",4.3251306e-05,59,1,5,5
"653","FR",2265,163113,"2                             ",8.6502613e-05,50,2,5,2
"654","FR",227,109207,"2                             ",6.7598256e-05,67,2,5,4
"655","FR",2270,163457,"2                             ",4.5016767e-05,18,2,5,4
"656","FR",2272,163457,"2                             ",6.7525148e-05,57,1,5,5
"657","FR",2273,163457,"2                             ",6.7525148e-05,30,2,5,5
"658","FR",2275,163457,"2                             ",4.5016767e-05,49,1,3,2
"659","FR",2277,163457,"2                             ",0.000135050297,39,1,3,3
"660","FR",2278,163457,"2                             ",6.7525148e-05,57,2,5,4
"661","FR",2279,163457,"2                             ",6.7525148e-05,39,2,5,1
"662","FR",228,109207,"2                             ",0.000135196511,43,1,4,4
"663","FR",2280,163457,"2                             ",6.7525148e-05,27,2,5,4
"664","FR",229,109207,"2                             ",6.7598256e-05,58,1,5,5
"665","FR",2290,164125,"2                             ",4.2732081e-05,42,2,1,2
"666","FR",2291,164125,"2                             ",4.2732081e-05,41,1,3,1
"667","FR",2292,164125,"2                             ",6.4098119e-05,37,1,5,4
"668","FR",2293,164125,"2                             ",3.204906e-05,45,1,5,4
"669","FR",2294,164125,"2                             ",6.4098119e-05,15,2,5,3
"670","FR",2295,164125,"2                             ",6.4098119e-05,28,1,4,3
"671","FR",2296,164125,"2                             ",0.000128196239,80,2,1,5
"672","FR",2297,164125,"2                             ",6.4098119e-05,53,2,4,3
"673","FR",23,102691,"2                             ",0.000128353744,78,1,5,2
"674","FR",2301,164125,"2                             ",4.2732081e-05,47,1,4,2
"675","FR",2302,164125,"2                             ",6.4098119e-05,63,2,4,2
"676","FR",2304,164125,"2                             ",0.000128196239,42,2,5,5
"677","FR",2305,164129,"2                             ",0.000135048491,44,2,5,2
"678","FR",2306,164129,"2                             ",0.000135048491,60,2,5,1
"679","FR",231,109207,"2                             ",6.7598256e-05,44,1,5,4
"680","FR",2311,164129,"2                             ",6.7524246e-05,22,2,5,5
"681","FR",2316,164129,"2                             ",6.7524246e-05,34,2,5,5
"682","FR",2317,164129,"2                             ",6.7524246e-05,77,1,4,4
"683","FR",2318,164129,"2                             ",6.7524246e-05,72,2,1,1
"684","FR",232,109207,"2                             ",0.000135196511,46,1,4,2
"685","FR",2322,164129,"2                             ",6.7524246e-05,64,2,5,5
"686","FR",2323,164129,"2                             ",0.000135048491,55,2,4,2
"687","FR",2324,164483,"2                             ",0.000135047537,51,2,5,2
"688","FR",2326,164483,"2                             ",6.7523768e-05,65,1,3,2
"689","FR",2327,164483,"2                             ",0.000135047537,65,2,1,2
"690","FR",2330,164483,"2                             ",6.7523768e-05,43,1,5,1
"691","FR",2337,164483,"2                             ",0.000135047537,59,2,5,1
"692","FR",2339,164483,"2                             ",3.3761884e-05,50,1,4,3
"693","FR",234,109207,"2                             ",6.7598256e-05,51,2,1,1
"694","FR",2340,164483,"2                             ",0.000135047537,63,1,5,3
"695","FR",2341,164483,"2                             ",2.7009508e-05,16,1,4,4
"696","FR",2344,164540,"2                             ",6.7523696e-05,60,2,5,4
"697","FR",2345,164540,"2                             ",6.7523696e-05,64,2,5,4
"698","FR",2346,164540,"2                             ",0.000135047391,29,1,4,4
"699","FR",2347,164540,"2                             ",6.7523696e-05,51,1,5,5
"700","FR",2350,164540,"2                             ",6.7523696e-05,47,1,3,2
"701","FR",2351,164540,"2                             ",4.5015798e-05,57,2,2,3
"702","FR",2352,164540,"2                             ",4.5015798e-05,19,1,5,5
"703","FR",2357,164540,"2                             ",6.7523696e-05,35,2,4,3
"704","FR",2358,164540,"2                             ",4.5015798e-05,63,1,2,2
"705","FR",2359,164540,"2                             ",6.7523696e-05,24,1,5,5
"706","FR",2360,164540,"2                             ",0.000135047391,80,2,1,1
"707","FR",2361,164540,"2                             ",6.7523696e-05,39,1,5,1
"708","FR",2367,165440,"2                             ",6.7522482e-05,70,1,4,2
"709","FR",2369,165440,"2                             ",0.000135044963,79,1,2,2
"710","FR",2370,165440,"2                             ",0.000135044963,78,2,2,2
"711","FR",2372,165440,"2                             ",0.000135044963,82,2,2,2
"712","FR",2373,165440,"2                             ",6.7522482e-05,60,2,4,5
"713","FR",2375,165440,"2                             ",6.7522482e-05,24,2,3,3
"714","FR",2377,165440,"2                             ",0.000135044963,78,2,2,2
"715","FR",2378,165440,"2                             ",4.5014989e-05,52,1,3,4
"716","FR",2386,166136,"2                             ",3.2634416e-05,60,2,5,3
"717","FR",2387,166136,"2                             ",6.5268832e-05,77,2,5,2
"718","FR",239,113001,"2                             ",7.2451862e-05,51,2,5,5
"719","FR",2393,166171,"2                             ",0.000135042991,93,2,1,2
"720","FR",2395,166171,"2                             ",4.5014332e-05,18,1,5,4
"721","FR",2396,166171,"2                             ",4.5014332e-05,29,1,5,3
"722","FR",2397,166171,"2                             ",6.7521496e-05,62,1,4,2
"723","FR",2398,166171,"2                             ",0.000135042991,63,2,5,1
"724","FR",24,102691,"2                             ",6.4176872e-05,32,2,4,1
"725","FR",240,113001,"2                             ",3.6225931e-05,73,2,4,3
"726","FR",2409,166180,"2                             ",6.4095489e-05,28,2,5,4
"727","FR",241,113001,"2                             ",7.2451862e-05,49,2,5,5
"728","FR",2410,166180,"2                             ",6.4095489e-05,67,1,3,2
"729","FR",2411,166180,"2                             ",6.4095489e-05,60,1,2,2
"730","FR",2412,166180,"2                             ",3.2047744e-05,58,2,3,2
"731","FR",2413,166180,"2                             ",6.4095489e-05,55,2,5,2
"732","FR",2414,166180,"2                             ",6.4095489e-05,73,1,3,2
"733","FR",2415,166180,"2                             ",6.4095489e-05,71,1,3,1
"734","FR",2419,166180,"2                             ",6.4095489e-05,75,1,3,2
"735","FR",242,113001,"2                             ",2.4150622e-05,18,1,4,3
"736","FR",2422,166180,"2                             ",6.4095489e-05,35,2,5,5
"737","FR",2424,166180,"2                             ",6.4095489e-05,68,2,5,4
"738","FR",2426,166180,"2                             ",6.4095489e-05,63,1,5,4
"739","FR",2427,166195,"2                             ",0.000135042929,60,1,2,2
"740","FR",2429,166195,"2                             ",6.7521465e-05,60,2,5,4
"741","FR",2432,166195,"2                             ",0.000135042929,69,1,3,1
"742","FR",2433,166195,"2                             ",0.000135042929,81,2,1,1
"743","FR",2436,166195,"2                             ",4.5014311e-05,19,1,4,5
"744","FR",2437,166195,"2                             ",6.7521465e-05,29,2,4,3
"745","FR",2438,166195,"2                             ",0.000135042929,81,2,5,1
"746","FR",2439,166195,"2                             ",6.7521465e-05,44,2,1,1
"747","FR",2447,167118,"2                             ",4.5013484e-05,54,2,2,2
"748","FR",2448,167118,"2                             ",6.7520224e-05,66,2,4,1
"749","FR",2449,167118,"2                             ",6.7520224e-05,29,2,5,1
"750","FR",245,113026,"2                             ",6.7593103e-05,77,1,3,2
"751","FR",2450,167118,"2                             ",4.5013484e-05,57,1,5,4
"752","FR",2452,167118,"2                             ",3.3760112e-05,53,2,5,5
"753","FR",2454,167118,"2                             ",0.000135040449,73,2,1,2
"754","FR",2458,167118,"2                             ",6.7520224e-05,40,1,3,1
"755","FR",246,113026,"2                             ",6.7593103e-05,61,2,2,3
"756","FR",2460,167118,"2                             ",6.7520224e-05,62,1,2,3
"757","FR",2461,167118,"2                             ",0.000135040449,67,2,4,5
"758","FR",2462,167118,"2                             ",4.5013484e-05,30,1,5,5
"759","FR",2463,167118,"2                             ",6.7520224e-05,45,2,4,3
"760","FR",2464,167118,"2                             ",6.7520224e-05,60,2,4,2
"761","FR",2467,167472,"2                             ",0.000135039494,44,1,4,2
"762","FR",247,113026,"2                             ",6.7593103e-05,59,1,4,2
"763","FR",2472,167472,"2                             ",6.7519747e-05,59,2,3,3
"764","FR",2479,167472,"2                             ",6.7519747e-05,56,2,3,5
"765","FR",2482,167472,"2                             ",6.7519747e-05,42,1,4,4
"766","FR",2484,167482,"2                             ",7.0932015e-05,69,2,2,1
"767","FR",2485,167482,"2                             ",2.8372806e-05,27,1,5,1
"768","FR",2487,167482,"2                             ",0.000141864029,75,2,4,NA
"769","FR",2488,167482,"2                             ",0.000141864029,63,2,5,5
"770","FR",249,113026,"2                             ",0.000135186207,66,2,3,2
"771","FR",2495,167482,"2                             ",7.0932015e-05,30,1,3,2
"772","FR",2496,167482,"2                             ",7.0932015e-05,34,1,1,2
"773","FR",2497,167482,"2                             ",7.0932015e-05,45,1,5,3
"774","FR",2498,167482,"2                             ",0.000141864029,76,2,5,1
"775","FR",2499,167482,"2                             ",7.0932015e-05,36,2,5,5
"776","FR",25,102691,"2                             ",6.4176872e-05,68,2,5,3
"777","FR",2503,167482,"2                             ",0.000141864029,81,2,2,2
"778","FR",2509,167547,"2                             ",2.7007858e-05,52,1,3,3
"779","FR",251,113026,"2                             ",4.506207e-05,56,2,2,4
"780","FR",2513,167547,"2                             ",6.7519643e-05,70,1,2,2
"781","FR",2514,167547,"2                             ",6.7519643e-05,35,2,2,2
"782","FR",2517,167547,"2                             ",4.5013097e-05,19,1,3,5
"783","FR",2518,167547,"2                             ",4.5013097e-05,58,1,4,2
"784","FR",2520,167547,"2                             ",3.3759822e-05,75,2,3,2
"785","FR",2521,167547,"2                             ",4.5013097e-05,24,2,5,3
"786","FR",2522,167547,"2                             ",6.7519643e-05,67,1,2,2
"787","FR",253,113026,"2                             ",0.000135186207,24,2,5,2
"788","FR",2530,168066,"2                             ",4.5012633e-05,42,2,3,3
"789","FR",2543,168224,"2                             ",2.5484912e-05,41,1,5,5
"790","FR",2549,168334,"2                             ",6.7518585e-05,55,1,5,3
"791","FR",2550,168334,"2                             ",6.7518585e-05,67,2,5,2
"792","FR",2552,168334,"2                             ",6.7518585e-05,31,2,5,5
"793","FR",2553,168334,"2                             ",6.7518585e-05,71,2,3,3
"794","FR",2554,168334,"2                             ",0.00013503717,50,1,3,2
"795","FR",2557,168334,"2                             ",6.7518585e-05,64,2,3,3
"796","FR",2559,168334,"2                             ",6.7518585e-05,74,2,4,3
"797","FR",256,113026,"2                             ",3.3796552e-05,50,1,3,3
"798","FR",2560,168334,"2                             ",6.7518585e-05,75,2,2,2
"799","FR",2566,168334,"2                             ",6.7518585e-05,37,1,5,1
"800","FR",2567,168334,"2                             ",4.5012391e-05,17,1,3,2
"801","FR",257,113026,"2                             ",0.000135186207,36,2,5,3
"802","FR",2571,169001,"2                             ",0.000135035375,25,2,5,3
"803","FR",2572,169001,"2                             ",0.000135035375,34,2,2,2
"804","FR",2574,169001,"2                             ",0.000135035375,78,2,1,2
"805","FR",2576,169001,"2                             ",0.000135035375,66,2,4,2
"806","FR",2577,169001,"2                             ",0.000135035375,21,2,5,4
"807","FR",258,113026,"2                             ",6.7593103e-05,49,2,5,2
"808","FR",2582,169001,"2                             ",0.000135035375,28,2,2,2
"809","FR",2585,169001,"2                             ",4.5011793e-05,68,2,2,2
"810","FR",2589,169002,"2                             ",0.000135035375,25,1,2,1
"811","FR",2590,169002,"2                             ",0.000135035375,36,2,2,2
"812","FR",2591,169002,"2                             ",0.000135035375,29,1,5,4
"813","FR",2596,169002,"2                             ",6.7517687e-05,23,2,5,5
"814","FR",2602,169002,"2                             ",6.7517687e-05,28,1,5,3
"815","FR",2608,169088,"2                             ",6.7517573e-05,53,1,5,4
"816","FR",2610,169088,"2                             ",6.7517573e-05,62,2,5,2
"817","FR",2611,169088,"2                             ",3.3758787e-05,54,1,5,4
"818","FR",2612,169088,"2                             ",6.7517573e-05,62,2,4,3
"819","FR",2613,169088,"2                             ",4.5011717e-05,42,2,4,2
"820","FR",2614,169088,"2                             ",6.7517573e-05,40,2,5,2
"821","FR",2615,169088,"2                             ",6.7517573e-05,55,2,5,5
"822","FR",2616,169088,"2                             ",6.7517573e-05,71,1,5,5
"823","FR",2617,169088,"2                             ",6.7517573e-05,57,2,5,4
"824","FR",2621,169088,"2                             ",2.700703e-05,50,2,4,2
"825","FR",2624,169200,"2                             ",4.272775e-05,17,2,5,2
"826","FR",2628,169200,"2                             ",6.4091623e-05,64,2,2,2
"827","FR",2629,169200,"2                             ",0.000128183247,86,2,2,2
"828","FR",263,113026,"2                             ",6.7593103e-05,63,1,2,2
"829","FR",2631,169200,"2                             ",6.4091623e-05,64,1,3,2
"830","FR",2632,169200,"2                             ",2.1363875e-05,25,2,5,5
"831","FR",2634,169200,"2                             ",0.000128183247,56,1,1,2
"832","FR",2636,169200,"2                             ",6.4091623e-05,59,2,5,4
"833","FR",2637,169200,"2                             ",6.4091623e-05,30,2,4,2
"834","FR",2640,169200,"2                             ",3.2045812e-05,46,1,5,4
"835","FR",2641,169200,"2                             ",3.2045812e-05,47,2,3,2
"836","FR",2649,169266,"2                             ",7.2369125e-05,62,2,5,2
"837","FR",2651,169266,"2                             ",2.4123042e-05,59,1,4,2
"838","FR",2656,169271,"2                             ",6.7517324e-05,41,2,5,4
"839","FR",2657,169271,"2                             ",0.000135034648,54,1,4,4
"840","FR",2659,169271,"2                             ",6.7517324e-05,55,2,4,2
"841","FR",2661,169271,"2                             ",3.3758662e-05,48,1,5,5
"842","FR",2663,169271,"2                             ",0.000135034648,47,2,5,4
"843","FR",2664,169271,"2                             ",6.7517324e-05,31,2,5,1
"844","FR",2666,169271,"2                             ",4.5011551e-05,14,1,3,3
"845","FR",267,113103,"2                             ",6.7593e-05,31,1,1,2
"846","FR",2671,169286,"2                             ",4.5011537e-05,45,2,5,5
"847","FR",2673,169286,"2                             ",4.5011537e-05,66,2,3,3
"848","FR",2674,169286,"2                             ",6.7517303e-05,59,1,5,2
"849","FR",2675,169286,"2                             ",6.7517303e-05,38,1,5,1
"850","FR",2678,169286,"2                             ",4.5011537e-05,48,2,5,2
"851","FR",2680,169286,"2                             ",0.000135034607,34,2,5,2
"852","FR",2683,169286,"2                             ",6.7517303e-05,77,1,2,2
"853","FR",2686,169286,"2                             ",0.000135034607,23,1,5,3
"854","FR",2687,169286,"2                             ",3.3758652e-05,23,2,5,3
"855","FR",2688,169286,"2                             ",6.7517303e-05,73,1,4,3
"856","FR",2691,170421,"2                             ",6.4090061e-05,37,1,3,3
"857","FR",2692,170421,"2                             ",6.4090061e-05,69,2,5,1
"858","FR",2694,170421,"2                             ",6.4090061e-05,49,2,4,1
"859","FR",2699,170421,"2                             ",6.4090061e-05,60,1,3,2
"860","FR",27,102691,"2                             ",6.4176872e-05,69,1,1,1
"861","FR",2700,170421,"2                             ",4.2726709e-05,15,1,4,3
"862","FR",2701,170421,"2                             ",4.2726709e-05,54,1,1,1
"863","FR",2702,170421,"2                             ",4.2726709e-05,54,2,4,1
"864","FR",2703,170421,"2                             ",6.4090061e-05,77,2,2,3
"865","FR",2705,170421,"2                             ",6.4090061e-05,26,1,2,2
"866","FR",2708,171037,"2                             ",6.7514948e-05,50,2,1,1
"867","FR",2709,171037,"2                             ",0.000135029895,64,2,5,5
"868","FR",271,113103,"2                             ",0.000135185999,60,2,5,2
"869","FR",2713,171037,"2                             ",6.7514948e-05,44,2,5,5
"870","FR",2716,171037,"2                             ",6.7514948e-05,46,2,3,3
"871","FR",2719,171037,"2                             ",6.7514948e-05,76,2,5,1
"872","FR",272,113103,"2                             ",4.5062001e-05,16,1,3,3
"873","FR",2722,171037,"2                             ",6.7514948e-05,34,2,2,2
"874","FR",2723,171037,"2                             ",6.7514948e-05,34,2,4,3
"875","FR",2728,171351,"2                             ",6.7514527e-05,59,1,2,2
"876","FR",2729,171351,"2                             ",6.7514527e-05,84,2,3,2
"877","FR",273,113103,"2                             ",4.5062001e-05,46,2,3,4
"878","FR",2731,171351,"2                             ",0.000135029055,73,1,4,4
"879","FR",2732,171351,"2                             ",0.000135029055,54,2,4,3
"880","FR",2734,171351,"2                             ",6.7514527e-05,31,2,4,4
"881","FR",2735,171351,"2                             ",3.3757264e-05,54,2,2,2
"882","FR",2736,171351,"2                             ",6.7514527e-05,86,2,1,3
"883","FR",2738,171351,"2                             ",6.7514527e-05,86,1,4,1
"884","FR",2739,171351,"2                             ",6.7514527e-05,21,2,5,3
"885","FR",2740,171351,"2                             ",6.7514527e-05,76,2,2,2
"886","FR",2742,171351,"2                             ",6.7514527e-05,71,1,4,2
"887","FR",2743,171351,"2                             ",0.000135029055,51,1,4,3
"888","FR",2744,171351,"2                             ",0.000135029055,56,1,5,3
"889","FR",2747,172058,"2                             ",2.5635187e-05,20,1,5,5
"890","FR",2748,172058,"2                             ",6.4087965e-05,48,1,5,4
"891","FR",2749,172058,"2                             ",6.4087965e-05,64,2,5,4
"892","FR",2750,172058,"2                             ",0.000128175931,54,2,5,3
"893","FR",2757,172058,"2                             ",0.000128175931,59,2,5,5
"894","FR",2758,172058,"2                             ",0.000128175931,69,2,5,2
"895","FR",276,113103,"2                             ",0.000135185999,56,2,5,2
"896","FR",2761,172058,"2                             ",6.4087965e-05,67,2,5,5
"897","FR",2763,172058,"2                             ",6.4087965e-05,64,2,5,2
"898","FR",2764,172181,"2                             ",3.9720051e-05,76,2,4,3
"899","FR",2765,172181,"2                             ",7.9440103e-05,38,2,5,3
"900","FR",277,113103,"2                             ",6.7593e-05,68,1,5,5
"901","FR",2770,172181,"2                             ",3.9720051e-05,18,2,5,4
"902","FR",2772,172181,"2                             ",7.9440103e-05,30,2,1,1
"903","FR",2775,173179,"2                             ",6.7512068e-05,34,2,3,2
"904","FR",2776,173179,"2                             ",0.000135024136,32,1,5,3
"905","FR",2777,173179,"2                             ",0.000135024136,64,1,2,2
"906","FR",2779,173179,"2                             ",6.7512068e-05,59,1,3,2
"907","FR",2780,173179,"2                             ",6.7512068e-05,34,2,4,4
"908","FR",2781,173179,"2                             ",0.000135024136,59,2,5,2
"909","FR",2786,173179,"2                             ",6.7512068e-05,46,2,5,3
"910","FR",2787,173179,"2                             ",4.5008047e-05,24,2,5,2
"911","FR",279,113103,"2                             ",0.000135185999,34,1,5,4
"912","FR",2790,173179,"2                             ",0.000135024136,70,1,3,1
"913","FR",2792,173179,"2                             ",3.3756034e-05,47,1,4,2
"914","FR",2793,173179,"2                             ",4.5008047e-05,55,2,5,5
"915","FR",2794,173241,"2                             ",6.7511985e-05,35,2,4,4
"916","FR",2795,173241,"2                             ",6.7511985e-05,42,2,2,2
"917","FR",2796,173241,"2                             ",4.5007991e-05,50,2,2,1
"918","FR",2799,173241,"2                             ",6.7511985e-05,62,2,5,5
"919","FR",280,113103,"2                             ",6.7593e-05,54,2,5,5
"920","FR",2801,173241,"2                             ",0.00013502397,34,1,5,4
"921","FR",2803,173241,"2                             ",6.7511985e-05,42,2,3,2
"922","FR",2805,173241,"2                             ",6.7511985e-05,56,1,5,5
"923","FR",2807,173241,"2                             ",6.7511985e-05,67,1,3,1
"924","FR",2810,173241,"2                             ",6.7511985e-05,34,1,5,3
"925","FR",2811,173241,"2                             ",6.7511985e-05,77,2,2,1
"926","FR",2812,173241,"2                             ",4.5007991e-05,89,1,2,1
"927","FR",2813,174224,"2                             ",6.7510662e-05,59,1,5,3
"928","FR",2815,174224,"2                             ",6.7510662e-05,58,2,3,3
"929","FR",2816,174224,"2                             ",4.5007109e-05,16,2,5,4
"930","FR",2817,174224,"2                             ",0.000135021324,59,1,5,5
"931","FR",282,113103,"2                             ",3.37965e-05,52,2,5,4
"932","FR",2820,174224,"2                             ",6.7510662e-05,38,2,5,4
"933","FR",2821,174224,"2                             ",6.7510662e-05,63,1,3,3
"934","FR",2822,174224,"2                             ",6.7510662e-05,83,1,2,3
"935","FR",2827,174224,"2                             ",6.7510662e-05,57,2,2,2
"936","FR",2828,174224,"2                             ",6.7510662e-05,43,1,5,3
"937","FR",2833,174311,"2                             ",6.7510543e-05,60,1,4,3
"938","FR",2834,174311,"2                             ",6.7510543e-05,18,2,5,5
"939","FR",2835,174311,"2                             ",0.000135021085,36,1,3,3
"940","FR",2837,174311,"2                             ",0.000135021085,37,2,5,2
"941","FR",2838,174311,"2                             ",4.500703e-05,48,1,4,3
"942","FR",2839,174311,"2                             ",2.7004217e-05,18,2,5,5
"943","FR",2840,174311,"2                             ",4.500703e-05,18,2,4,3
"944","FR",2841,174311,"2                             ",6.7510543e-05,43,2,5,4
"945","FR",2842,174311,"2                             ",4.500703e-05,48,2,5,3
"946","FR",2844,174311,"2                             ",6.7510543e-05,73,2,5,1
"947","FR",2845,174311,"2                             ",6.7510543e-05,38,1,5,2
"948","FR",2846,174311,"2                             ",6.7510543e-05,59,2,5,2
"949","FR",2847,174311,"2                             ",6.7510543e-05,59,1,3,3
"950","FR",2848,174311,"2                             ",6.7510543e-05,47,1,4,4
"951","FR",2849,174311,"2                             ",0.000135021085,62,1,3,3
"952","FR",285,113105,"2                             ",0.000128327022,62,2,5,4
"953","FR",2850,174311,"2                             ",6.7510543e-05,66,2,1,2
"954","FR",2859,175101,"1                             ",2.0671792e-05,45,2,5,4
"955","FR",2862,175101,"1                             ",2.0671792e-05,45,1,5,4
"956","FR",287,113105,"2                             ",0.000128327022,44,1,5,3
"957","FR",2882,175103,"1                             ",2.0586678e-05,73,1,1,2
"958","FR",2885,175103,"1                             ",6.1760031e-05,43,2,5,4
"959","FR",2892,175105,"1                             ",0.000102511309,28,2,5,1
"960","FR",2897,175105,"1                             ",3.4170437e-05,71,1,3,2
"961","FR",2899,175105,"1                             ",5.1255654e-05,39,1,4,3
"962","FR",29,102691,"2                             ",4.2784582e-05,17,1,3,3
"963","FR",290,113105,"2                             ",6.4163511e-05,42,2,5,5
